# From bin/get_pathway_compounds.pl on Sun Jul 26 11:16:24 2020
# Pathway1	Pathway2	Shared compounds	Numbber of shared compounds
GLUTORN-PWY	PWY0-1325	GLT	1
GLUTORN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT	1
GLUTORN-PWY	PWY-7221	GLT	1
GLUTORN-PWY	PWY0-1221	GLT	1
GLUTORN-PWY	PUTDEG-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	PWY0-461	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	HISTSYN-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	FAO-PWY	ACETYL-COA	1
GLUTORN-PWY	TRNA-CHARGING-PWY	GLT	1
GLUTORN-PWY	PWY-5837	2-KETOGLUTARATE	1
GLUTORN-PWY	ARGSYN-PWY	ACETYL-COA,ACETYL-GLU,N-ACETYL-GLUTAMYL-P,GLT,CPD-469,2-KETOGLUTARATE,ACET,L-ORNITHINE,N-ALPHA-ACETYLORNITHINE	9
GLUTORN-PWY	DAPLYSINESYN-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	PEPTIDOGLYCANSYN-PWY	GLT	1
GLUTORN-PWY	ARG+POLYAMINE-SYN	ACETYL-COA,ACETYL-GLU,N-ACETYL-GLUTAMYL-P,GLT,CPD-469,2-KETOGLUTARATE,ACET,L-ORNITHINE,N-ALPHA-ACETYLORNITHINE	9
GLUTORN-PWY	PWY0-1305	GLT	1
GLUTORN-PWY	POLYAMSYN-PWY	L-ORNITHINE	1
GLUTORN-PWY	PWY-6125	GLT	1
GLUTORN-PWY	DENOVOPURINE2-PWY	GLT	1
GLUTORN-PWY	PWY-6387	GLT	1
GLUTORN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
GLUTORN-PWY	SER-GLYSYN-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	ASPASN-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	PWY0-1297	ACETYL-COA	1
GLUTORN-PWY	P4-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	COMPLETE-ARO-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	PWY-2161	GLT	1
GLUTORN-PWY	PWY-6614	GLT	1
GLUTORN-PWY	PWY-6612	GLT	1
GLUTORN-PWY	PWY-6543	GLT	1
GLUTORN-PWY	GLNSYN-PWY	GLT	1
GLUTORN-PWY	NRI-PWY	GLT	1
GLUTORN-PWY	AMMASSIM-PWY	GLT,2-KETOGLUTARATE	2
GLUTORN-PWY	PWY0-321	ACETYL-COA	1
RHAMCAT-PWY	PWY0-1317	LACTALD	1
RHAMCAT-PWY	PWY0-1315	LACTALD	1
RHAMCAT-PWY	FUCCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE,LACTALD	2
RHAMCAT-PWY	DARABCATK12-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
RHAMCAT-PWY	PWY-7446	DIHYDROXY-ACETONE-PHOSPHATE	1
RHAMCAT-PWY	PYRIDNUCSYN-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
RHAMCAT-PWY	PWY-5459	LACTALD	1
RHAMCAT-PWY	GLUCONEO-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
RHAMCAT-PWY	HEXITOLDEGSUPER-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
RHAMCAT-PWY	GALACTITOLCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
RHAMCAT-PWY	PWY0-1591	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1535	PWY-7195	AMMONIUM	1
PWY0-1535	NONMEVIPP-PWY	PYRUVATE	1
PWY0-1535	PWY0-181	AMMONIUM	1
PWY0-1535	PWY-6556	AMMONIUM	1
PWY0-1535	PWY-7194	AMMONIUM	1
PWY0-1535	PWY-5838	PYRUVATE	1
PWY0-1535	PWY0-1317	PYRUVATE	1
PWY0-1535	PWY0-163	AMMONIUM	1
PWY0-1535	PWY-7193	AMMONIUM	1
PWY0-1535	PWY-7196	AMMONIUM	1
PWY0-1535	PWY-7208	AMMONIUM	1
PWY0-1535	GALACTCAT-PWY	PYRUVATE	1
PWY0-1535	PWY-7242	PYRUVATE	1
PWY0-1535	METSYN-PWY	2-AMINOACRYLATE,AMMONIUM,PYRUVATE,CPD-16015	4
PWY0-1535	HOMOSER-METSYN-PWY	2-AMINOACRYLATE,AMMONIUM,PYRUVATE,CPD-16015	4
PWY0-1535	GALACTARDEG-PWY	PYRUVATE	1
PWY0-1535	GALACTUROCAT-PWY	PYRUVATE	1
PWY0-1535	PWY-5188	AMMONIUM	1
PWY0-1535	GLUCARDEG-PWY	PYRUVATE	1
PWY0-1535	GLUCUROCAT-PWY	PYRUVATE	1
PWY0-1535	GLUTDEG-PWY	AMMONIUM	1
PWY0-1535	PYRIDNUCSAL-PWY	AMMONIUM	1
PWY0-1535	PWY-7761	AMMONIUM	1
PWY0-1535	PYRIDNUCSYN-PWY	AMMONIUM	1
PWY0-1535	PWY-5386	PYRUVATE	1
PWY0-1535	PWY-5459	PYRUVATE	1
PWY0-1535	PWY0-1325	AMMONIUM	1
PWY0-1535	ASPARAGINESYN-PWY	AMMONIUM	1
PWY0-1535	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY0-1535	PWY-7221	AMMONIUM	1
PWY0-1535	PWY0-1221	AMMONIUM	1
PWY0-1535	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY0-1535	PWY-6608	AMMONIUM	1
PWY0-1535	HISTSYN-PWY	AMMONIUM	1
PWY0-1535	GLUCONEO-PWY	PYRUVATE	1
PWY0-1535	HEXITOLDEGSUPER-PWY	PYRUVATE	1
PWY0-1535	PWY-5705	AMMONIUM	1
PWY0-1535	PWY-5837	PYRUVATE	1
PWY0-1535	PWY-5698	AMMONIUM	1
PWY0-1535	PWY0-41	AMMONIUM	1
PWY0-1535	ARGSYN-PWY	AMMONIUM	1
PWY0-1535	PWY-6611	AMMONIUM	1
PWY0-1535	PWY-6609	AMMONIUM	1
PWY0-1535	PWY0-42	PYRUVATE	1
PWY0-1535	GLYCLEAV-PWY	AMMONIUM	1
PWY0-1535	DAPLYSINESYN-PWY	PYRUVATE	1
PWY0-1535	THISYN-PWY	PYRUVATE	1
PWY0-1535	PWY0-1324	PYRUVATE	1
PWY0-1535	CYANCAT-PWY	AMMONIUM	1
PWY0-1535	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY0-1535	PWY-6125	AMMONIUM	1
PWY0-1535	DENOVOPURINE2-PWY	AMMONIUM	1
PWY0-1535	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM,PYRUVATE	2
PWY0-1535	ASPASN-PWY	AMMONIUM	1
PWY0-1535	PWY0-1297	AMMONIUM	1
PWY0-1535	ENTBACSYN-PWY	PYRUVATE	1
PWY0-1535	P4-PWY	2-AMINOACRYLATE,AMMONIUM,PYRUVATE,CPD-16015	4
PWY0-1535	COMPLETE-ARO-PWY	PYRUVATE	1
PWY0-1535	PWY-7179	AMMONIUM	1
PWY0-1535	1CMET2-PWY	AMMONIUM	1
PWY0-1535	PWY-6612	PYRUVATE	1
PWY0-1535	PWY-6543	PYRUVATE	1
PWY0-1535	PWY0-1296	AMMONIUM	1
PWY0-1535	GLNSYN-PWY	AMMONIUM	1
PWY0-1535	NRI-PWY	AMMONIUM	1
PWY0-1535	AMMASSIM-PWY	AMMONIUM	1
PWY-7195	PWY0-181	URACIL,AMMONIUM	2
PWY-7195	PWY-6556	|D-Ribofuranose|,CYTIDINE,URACIL,AMMONIUM	4
PWY-7195	PWY-7194	URACIL,AMMONIUM,CYTOSINE	3
PWY-7195	PWY0-163	CYTIDINE,URACIL,AMMONIUM,CYTOSINE	4
PWY-7195	PWY-7193	CYTIDINE,AMMONIUM	2
PWY-7195	PWY-7196	|D-Ribofuranose|,CYTIDINE,URACIL,AMMONIUM	4
PWY-7195	PWY-7208	URACIL,AMMONIUM	2
PWY-7195	RIBOKIN-PWY	|D-Ribofuranose|	1
PWY-7195	METSYN-PWY	AMMONIUM	1
PWY-7195	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY-7195	PWY-5188	AMMONIUM	1
PWY-7195	GLUTDEG-PWY	AMMONIUM	1
PWY-7195	PYRIDNUCSAL-PWY	AMMONIUM	1
PWY-7195	PWY-7761	AMMONIUM	1
PWY-7195	PYRIDNUCSYN-PWY	AMMONIUM	1
PWY-7195	PWY0-1325	AMMONIUM	1
PWY-7195	ASPARAGINESYN-PWY	AMMONIUM	1
PWY-7195	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY-7195	PWY-7221	AMMONIUM	1
PWY-7195	PWY0-1221	AMMONIUM	1
PWY-7195	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY-7195	PWY-6608	AMMONIUM	1
PWY-7195	HISTSYN-PWY	AMMONIUM	1
PWY-7195	PWY-5705	AMMONIUM	1
PWY-7195	PWY-5698	AMMONIUM	1
PWY-7195	PWY0-41	AMMONIUM	1
PWY-7195	ARGSYN-PWY	AMMONIUM	1
PWY-7195	PWY-6605	|D-Ribofuranose|	1
PWY-7195	PWY-6611	AMMONIUM	1
PWY-7195	PWY-6609	AMMONIUM	1
PWY-7195	GLYCLEAV-PWY	AMMONIUM	1
PWY-7195	CYANCAT-PWY	AMMONIUM	1
PWY-7195	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY-7195	PWY-6125	AMMONIUM	1
PWY-7195	DENOVOPURINE2-PWY	AMMONIUM	1
PWY-7195	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY-7195	ASPASN-PWY	AMMONIUM	1
PWY-7195	PWY0-1297	AMMONIUM	1
PWY-7195	P4-PWY	AMMONIUM	1
PWY-7195	PWY-7179	AMMONIUM	1
PWY-7195	PWY-6019	URACIL	1
PWY-7195	1CMET2-PWY	AMMONIUM	1
PWY-7195	PWY0-1296	AMMONIUM	1
PWY-7195	GLNSYN-PWY	AMMONIUM	1
PWY-7195	NRI-PWY	AMMONIUM	1
PWY-7195	AMMASSIM-PWY	AMMONIUM	1
BSUBPOLYAMSYN-PWY	PWY0-1533	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	MENAQUINONESYN-PWY	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY-5838	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	SAM-PWY	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY0-1507	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	BIOTIN-BIOSYNTHESIS-PWY	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY0-1221	PUTRESCINE	1
BSUBPOLYAMSYN-PWY	PUTDEG-PWY	PUTRESCINE	1
BSUBPOLYAMSYN-PWY	PWY-6823	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY0-1391	5-METHYLTHIOADENOSINE	1
BSUBPOLYAMSYN-PWY	PWY-6700	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY0-1554	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	THISYN-PWY	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY-6890	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	PWY-7892	S-ADENOSYLMETHIONINE	1
BSUBPOLYAMSYN-PWY	ARG+POLYAMINE-SYN	5-METHYLTHIOADENOSINE,SPERMIDINE,PUTRESCINE,S-ADENOSYLMETHIONINAMINE,S-ADENOSYLMETHIONINE	5
BSUBPOLYAMSYN-PWY	PWY0-1303	5-METHYLTHIOADENOSINE,S-ADENOSYLMETHIONINAMINE	2
BSUBPOLYAMSYN-PWY	PWY-4121	SPERMIDINE	1
BSUBPOLYAMSYN-PWY	POLYAMSYN-PWY	5-METHYLTHIOADENOSINE,SPERMIDINE,PUTRESCINE,S-ADENOSYLMETHIONINAMINE,S-ADENOSYLMETHIONINE	5
NONMEVIPP-PWY	PWY-5838	PYRUVATE,DELTA3-ISOPENTENYL-PP	2
NONMEVIPP-PWY	PWY0-1317	PYRUVATE	1
NONMEVIPP-PWY	PWY-7180	GAP	1
NONMEVIPP-PWY	GALACTCAT-PWY	PYRUVATE,GAP	2
NONMEVIPP-PWY	PWY-7242	PYRUVATE,GAP	2
NONMEVIPP-PWY	METSYN-PWY	PYRUVATE	1
NONMEVIPP-PWY	HOMOSER-METSYN-PWY	PYRUVATE	1
NONMEVIPP-PWY	GALACTARDEG-PWY	PYRUVATE	1
NONMEVIPP-PWY	GALACTUROCAT-PWY	PYRUVATE,GAP	2
NONMEVIPP-PWY	GLUCARDEG-PWY	PYRUVATE	1
NONMEVIPP-PWY	GLUCUROCAT-PWY	PYRUVATE,GAP	2
NONMEVIPP-PWY	PWY-5386	PYRUVATE	1
NONMEVIPP-PWY	PWY-5459	PYRUVATE	1
NONMEVIPP-PWY	GLUCONEO-PWY	PYRUVATE,GAP	2
NONMEVIPP-PWY	HEXITOLDEGSUPER-PWY	PYRUVATE,GAP	2
NONMEVIPP-PWY	PWY-5785	DELTA3-ISOPENTENYL-PP	1
NONMEVIPP-PWY	GALACTITOLCAT-PWY	GAP	1
NONMEVIPP-PWY	PWY-5783	DELTA3-ISOPENTENYL-PP	1
NONMEVIPP-PWY	POLYISOPRENSYN-PWY	CPD-4211,DELTA3-ISOPENTENYL-PP	2
NONMEVIPP-PWY	PWY-5123	CPD-4211,DELTA3-ISOPENTENYL-PP	2
NONMEVIPP-PWY	PWY-5837	PYRUVATE	1
NONMEVIPP-PWY	PWY0-42	PYRUVATE	1
NONMEVIPP-PWY	DAPLYSINESYN-PWY	PYRUVATE	1
NONMEVIPP-PWY	THISYN-PWY	PYRUVATE,GAP,DEOXYXYLULOSE-5P,|Reduced-ferredoxins|,|Oxidized-ferredoxins|	5
NONMEVIPP-PWY	PWY0-1324	PYRUVATE	1
NONMEVIPP-PWY	BRANCHED-CHAIN-AA-SYN-PWY	PYRUVATE	1
NONMEVIPP-PWY	PWY0-1297	GAP	1
NONMEVIPP-PWY	ENTBACSYN-PWY	PYRUVATE	1
NONMEVIPP-PWY	P4-PWY	PYRUVATE	1
NONMEVIPP-PWY	COMPLETE-ARO-PWY	PYRUVATE,GAP	2
NONMEVIPP-PWY	PWY-6612	PYRUVATE	1
NONMEVIPP-PWY	PWY-6543	PYRUVATE	1
PWY0-181	PWY-6556	AMMONIUM,URACIL	2
PWY0-181	PWY-7194	AMMONIUM,URACIL	2
PWY0-181	PWY0-163	AMMONIUM,URACIL	2
PWY0-181	PWY-7193	AMMONIUM	1
PWY0-181	PWY-7196	AMMONIUM,URACIL	2
PWY0-181	PWY-7208	AMMONIUM,URACIL	2
PWY0-181	PWY-7180	DEOXY-D-RIBOSE-1-PHOSPHATE	1
PWY0-181	METSYN-PWY	AMMONIUM	1
PWY0-181	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY0-181	PWY-5188	AMMONIUM	1
PWY0-181	GLUTDEG-PWY	AMMONIUM	1
PWY0-181	PYRIDNUCSAL-PWY	AMMONIUM	1
PWY0-181	PWY-7761	AMMONIUM	1
PWY0-181	PYRIDNUCSYN-PWY	AMMONIUM	1
PWY0-181	PWY0-1325	AMMONIUM	1
PWY0-181	ASPARAGINESYN-PWY	AMMONIUM	1
PWY0-181	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY0-181	PWY-7221	AMMONIUM	1
PWY0-181	PWY0-1221	AMMONIUM	1
PWY0-181	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY0-181	PWY-6608	AMMONIUM	1
PWY0-181	HISTSYN-PWY	AMMONIUM	1
PWY0-181	PWY-5705	AMMONIUM	1
PWY0-181	PWY-5698	AMMONIUM	1
PWY0-181	PWY0-41	AMMONIUM	1
PWY0-181	ARGSYN-PWY	AMMONIUM	1
PWY0-181	PWY-6611	AMMONIUM	1
PWY0-181	PWY-6609	AMMONIUM	1
PWY0-181	GLYCLEAV-PWY	AMMONIUM	1
PWY0-181	CYANCAT-PWY	AMMONIUM	1
PWY0-181	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY0-181	PWY-6125	AMMONIUM	1
PWY0-181	DENOVOPURINE2-PWY	AMMONIUM	1
PWY0-181	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY0-181	ASPASN-PWY	AMMONIUM	1
PWY0-181	PWY0-1297	AMMONIUM,DEOXY-D-RIBOSE-1-PHOSPHATE	2
PWY0-181	P4-PWY	AMMONIUM	1
PWY0-181	PWY-7179	AMMONIUM,DEOXY-D-RIBOSE-1-PHOSPHATE	2
PWY0-181	PWY-6019	URACIL	1
PWY0-181	PWY-7184	DUMP	1
PWY0-181	1CMET2-PWY	AMMONIUM,DUMP	2
PWY0-181	PWY-7206	DUMP	1
PWY0-181	PWY0-1296	AMMONIUM	1
PWY0-181	GLNSYN-PWY	AMMONIUM	1
PWY0-181	NRI-PWY	AMMONIUM	1
PWY0-181	AMMASSIM-PWY	AMMONIUM	1
PWY-6556	PWY-7194	AMMONIUM,URACIL	2
PWY-6556	PWY0-163	AMMONIUM,CYTIDINE,URACIL,URIDINE	4
PWY-6556	PWY-7193	AMMONIUM,CYTIDINE,URIDINE	3
PWY-6556	PWY-7196	AMMONIUM,CYTIDINE,URACIL,|D-Ribofuranose|,URIDINE	5
PWY-6556	PWY-7208	AMMONIUM,URACIL	2
PWY-6556	RIBOKIN-PWY	|D-Ribofuranose|	1
PWY-6556	METSYN-PWY	AMMONIUM	1
PWY-6556	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY-6556	PWY-5188	AMMONIUM	1
PWY-6556	GLUTDEG-PWY	AMMONIUM	1
PWY-6556	PYRIDNUCSAL-PWY	AMMONIUM	1
PWY-6556	PWY-7761	AMMONIUM	1
PWY-6556	PYRIDNUCSYN-PWY	AMMONIUM	1
PWY-6556	PWY0-1325	AMMONIUM	1
PWY-6556	ASPARAGINESYN-PWY	AMMONIUM	1
PWY-6556	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY-6556	PWY-7221	AMMONIUM	1
PWY-6556	PWY0-1221	AMMONIUM	1
PWY-6556	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY-6556	PWY-6608	AMMONIUM	1
PWY-6556	HISTSYN-PWY	AMMONIUM	1
PWY-6556	PWY-5705	AMMONIUM	1
PWY-6556	PWY-5698	AMMONIUM	1
PWY-6556	PWY0-41	AMMONIUM	1
PWY-6556	ARGSYN-PWY	AMMONIUM	1
PWY-6556	PWY-6605	|D-Ribofuranose|	1
PWY-6556	PWY-6611	AMMONIUM	1
PWY-6556	PWY-6609	AMMONIUM	1
PWY-6556	GLYCLEAV-PWY	AMMONIUM	1
PWY-6556	CYANCAT-PWY	AMMONIUM	1
PWY-6556	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY-6556	PWY-6125	AMMONIUM	1
PWY-6556	DENOVOPURINE2-PWY	AMMONIUM	1
PWY-6556	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY-6556	ASPASN-PWY	AMMONIUM	1
PWY-6556	PWY0-1297	AMMONIUM	1
PWY-6556	P4-PWY	AMMONIUM	1
PWY-6556	PWY-7179	AMMONIUM	1
PWY-6556	PWY-6019	URACIL	1
PWY-6556	1CMET2-PWY	AMMONIUM	1
PWY-6556	PWY0-1296	AMMONIUM	1
PWY-6556	GLNSYN-PWY	AMMONIUM	1
PWY-6556	NRI-PWY	AMMONIUM	1
PWY-6556	AMMASSIM-PWY	AMMONIUM	1
PWY0-1533	MENAQUINONESYN-PWY	S-ADENOSYLMETHIONINE	1
PWY0-1533	PWY-5838	S-ADENOSYLMETHIONINE	1
PWY0-1533	THIOREDOX-PWY	|Acceptor|,|Donor-H2|	2
PWY0-1533	METSYN-PWY	MET	1
PWY0-1533	HOMOSER-METSYN-PWY	MET	1
PWY0-1533	P2-PWY	ADENINE	1
PWY0-1533	SAM-PWY	MET,S-ADENOSYLMETHIONINE	2
PWY0-1533	PWY0-1507	MET,CH33ADO,S-ADENOSYLMETHIONINE	3
PWY0-1533	BIOTIN-BIOSYNTHESIS-PWY	MET,CH33ADO,S-ADENOSYLMETHIONINE	3
PWY0-1533	PWY-6823	|Acceptor|,MET,CH33ADO,S-ADENOSYLMETHIONINE,|Donor-H2|	5
PWY0-1533	TRNA-CHARGING-PWY	MET	1
PWY0-1533	PWY-6605	ADENINE	1
PWY0-1533	PWY-6611	ADENINE	1
PWY0-1533	PWY-6609	ADENINE	1
PWY0-1533	PWY0-1391	ADENINE	1
PWY0-1533	PWY-6700	ADENINE,|Acceptor|,MET,S-ADENOSYLMETHIONINE,|Donor-H2|	5
PWY0-1533	PWY0-1554	S-ADENOSYLMETHIONINE	1
PWY0-1533	THISYN-PWY	MET,CH33ADO,S-ADENOSYLMETHIONINE	3
PWY0-1533	PWY-6890	MET,CH33ADO,S-ADENOSYLMETHIONINE	3
PWY0-1533	PWY-7892	|Acceptor|,S-ADENOSYLMETHIONINE,|Donor-H2|	3
PWY0-1533	ARG+POLYAMINE-SYN	S-ADENOSYLMETHIONINE	1
PWY0-1533	POLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
PWY0-1533	BETSYN-PWY	|Acceptor|,|Donor-H2|	2
PWY0-1533	PWY0-1297	ADENINE	1
PWY0-1533	P4-PWY	MET	1
PWY0-1533	PWY-7179	ADENINE	1
PWY0-1533	1CMET2-PWY	MET	1
PWY0-1533	PWY0-1296	ADENINE	1
PWY0-1533	PWY-6617	ADENINE	1
MENAQUINONESYN-PWY	SAM-PWY	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	PWY0-1507	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	BIOTIN-BIOSYNTHESIS-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
MENAQUINONESYN-PWY	PWY-6823	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	PWY-6700	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	PWY0-1554	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
MENAQUINONESYN-PWY	THISYN-PWY	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	PWY-6890	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	PWY-7892	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
MENAQUINONESYN-PWY	ARG+POLYAMINE-SYN	S-ADENOSYLMETHIONINE	1
MENAQUINONESYN-PWY	POLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
PWY-7194	PWY0-163	AMMONIUM,CYTOSINE,URACIL,PRPP	4
PWY-7194	PWY-7193	AMMONIUM	1
PWY-7194	PWY-7196	AMMONIUM,URACIL,PRPP	3
PWY-7194	PWY-7208	AMMONIUM,URACIL,PRPP	3
PWY-7194	METSYN-PWY	AMMONIUM	1
PWY-7194	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY-7194	PWY-5188	AMMONIUM	1
PWY-7194	GLUTDEG-PWY	AMMONIUM	1
PWY-7194	PYRIDNUCSAL-PWY	AMMONIUM,PRPP	2
PWY-7194	PWY-7761	AMMONIUM	1
PWY-7194	PYRIDNUCSYN-PWY	AMMONIUM,PRPP	2
PWY-7194	PWY0-1325	AMMONIUM	1
PWY-7194	ASPARAGINESYN-PWY	AMMONIUM	1
PWY-7194	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY-7194	PWY-7221	AMMONIUM	1
PWY-7194	PWY0-1221	AMMONIUM	1
PWY-7194	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY-7194	PWY-6608	AMMONIUM	1
PWY-7194	HISTSYN-PWY	AMMONIUM,PRPP	2
PWY-7194	PWY-5705	AMMONIUM	1
PWY-7194	PWY-5698	AMMONIUM	1
PWY-7194	PWY0-41	AMMONIUM	1
PWY-7194	ARGSYN-PWY	AMMONIUM	1
PWY-7194	SALVPURINE2-PWY	PRPP	1
PWY-7194	PWY-6605	PRPP	1
PWY-7194	PWY-6611	AMMONIUM	1
PWY-7194	PWY-6609	AMMONIUM,PRPP	2
PWY-7194	GLYCLEAV-PWY	AMMONIUM	1
PWY-7194	PWY-6579	PRPP	1
PWY-7194	PWY-6620	PRPP	1
PWY-7194	CYANCAT-PWY	AMMONIUM	1
PWY-7194	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY-7194	PWY-6125	AMMONIUM	1
PWY-7194	DENOVOPURINE2-PWY	AMMONIUM,PRPP	2
PWY-7194	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY-7194	ASPASN-PWY	AMMONIUM	1
PWY-7194	PWY0-1297	AMMONIUM	1
PWY-7194	P4-PWY	AMMONIUM	1
PWY-7194	COMPLETE-ARO-PWY	PRPP	1
PWY-7194	PWY-7179	AMMONIUM	1
PWY-7194	PWY-6019	URACIL	1
PWY-7194	1CMET2-PWY	AMMONIUM	1
PWY-7194	PWY0-1296	AMMONIUM	1
PWY-7194	GLNSYN-PWY	AMMONIUM	1
PWY-7194	NRI-PWY	AMMONIUM	1
PWY-7194	AMMASSIM-PWY	AMMONIUM	1
PWY-5838	PWY0-1317	PYRUVATE	1
PWY-5838	GALACTCAT-PWY	PYRUVATE	1
PWY-5838	PWY-7242	PYRUVATE	1
PWY-5838	METSYN-PWY	PYRUVATE	1
PWY-5838	HOMOSER-METSYN-PWY	PYRUVATE	1
PWY-5838	GALACTARDEG-PWY	PYRUVATE	1
PWY-5838	GALACTUROCAT-PWY	PYRUVATE	1
PWY-5838	GLUCARDEG-PWY	PYRUVATE	1
PWY-5838	GLUCUROCAT-PWY	PYRUVATE	1
PWY-5838	GLUTDEG-PWY	2-KETOGLUTARATE	1
PWY-5838	ASPARTATESYN-PWY	2-KETOGLUTARATE	1
PWY-5838	LEUSYN-PWY	2-KETOGLUTARATE	1
PWY-5838	PWY-5386	PYRUVATE	1
PWY-5838	PWY-5459	PYRUVATE	1
PWY-5838	SAM-PWY	S-ADENOSYLMETHIONINE	1
PWY-5838	PWY0-1507	S-ADENOSYLMETHIONINE	1
PWY-5838	BIOTIN-BIOSYNTHESIS-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-5838	PUTDEG-PWY	2-KETOGLUTARATE	1
PWY-5838	PWY-6823	S-ADENOSYLMETHIONINE	1
PWY-5838	PWY0-461	2-KETOGLUTARATE	1
PWY-5838	HISTSYN-PWY	2-KETOGLUTARATE	1
PWY-5838	GLUCONEO-PWY	PYRUVATE	1
PWY-5838	HEXITOLDEGSUPER-PWY	PYRUVATE	1
PWY-5838	PWY-5785	FARNESYL-PP,DELTA3-ISOPENTENYL-PP	2
PWY-5838	PWY-5783	FARNESYL-PP,DELTA3-ISOPENTENYL-PP,OCTAPRENYL-DIPHOSPHATE	3
PWY-5838	POLYISOPRENSYN-PWY	FARNESYL-PP,DELTA3-ISOPENTENYL-PP,OCTAPRENYL-DIPHOSPHATE	3
PWY-5838	PWY-5123	FARNESYL-PP,DELTA3-ISOPENTENYL-PP	2
PWY-5838	PWY-5837	O-SUCCINYLBENZOATE,CHORISMATE,ISOCHORISMATE,2-KETOGLUTARATE,PYRUVATE,CPD-9923,CPD-9924,CPD-6972,CPD-9925,DIHYDROXYNAPHTHOATE	10
PWY-5838	ARGSYN-PWY	2-KETOGLUTARATE	1
PWY-5838	PWY0-42	PYRUVATE	1
