# From bin/get_pathway_compounds.pl on Sun Jul 26 11:16:24 2020
# Pathway1	Pathway2	Shared compounds	Numbber of shared compounds
ECASYN-PWY	LPSSYN-PWY	UDP-N-ACETYL-D-GLUCOSAMINE	1
ECASYN-PWY	TYRSYN	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY-7805	ACETYL-COA	1
ECASYN-PWY	GLUTAMINDEG-PWY	GLT	1
ECASYN-PWY	PWY-4381	ACETYL-COA	1
ECASYN-PWY	PWY0-881	ACETYL-COA	1
ECASYN-PWY	FASYN-INITIAL-PWY	ACETYL-COA	1
ECASYN-PWY	PWY-5966	ACETYL-COA	1
ECASYN-PWY	GLYCOGENSYNTH-PWY	GLC-1-P	1
ECASYN-PWY	SERSYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	GLUTSYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	GLUTSYNIII-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY0-1298	ACETYL-COA	1
ECASYN-PWY	PWY0-1477	ACETYL-COA	1
ECASYN-PWY	PWY-6071	ACETYL-COA	1
ECASYN-PWY	PWY0-981	2-KETOGLUTARATE	1
ECASYN-PWY	ORNDEG-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	SULFATE-CYS-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	COLANSYN-PWY	GLC-1-P	1
ECASYN-PWY	PYRIDOXSYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	UDPNAGSYN-PWY	ACETYL-COA,GLT,UDP-N-ACETYL-D-GLUCOSAMINE	3
ECASYN-PWY	PWY-5436	ACETYL-COA	1
ECASYN-PWY	TRPSYN-PWY	GLT	1
ECASYN-PWY	THREONINE-DEG2-PWY	ACETYL-COA	1
ECASYN-PWY	VALSYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY0-781	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	TCA-GLYOX-BYPASS	ACETYL-COA,2-KETOGLUTARATE	2
ECASYN-PWY	THRESYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	ALL-CHORISMATE-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY0-162	GLT	1
ECASYN-PWY	PWY0-1313	ACETYL-COA	1
ECASYN-PWY	ACETATEUTIL-PWY	ACETYL-COA	1
ECASYN-PWY	PRPP-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PYRUVDEHYD-PWY	ACETYL-COA	1
ECASYN-PWY	PWY-5162	ACETYL-COA	1
ECASYN-PWY	PWY-7211	GLT	1
ECASYN-PWY	ORNARGDEG-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	AST-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	ARGDEG-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	THREOCAT-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	PWY0-845	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY-5084	2-KETOGLUTARATE	1
ECASYN-PWY	PWY0-1569	ACETYL-COA	1
ECASYN-PWY	PROUT-PWY-I	GLT	1
ECASYN-PWY	PWY-7335	UDP-MANNACA,UDP-MANNAC,UDP-N-ACETYL-D-GLUCOSAMINE	3
ECASYN-PWY	PWY-7343	GLC-1-P	1
ECASYN-PWY	PWY-7870	ACETYL-COA	1
ECASYN-PWY	CYSTSYN-PWY	ACETYL-COA	1
ECASYN-PWY	PWY-7176	GLT	1
ECASYN-PWY	GLYOXDEG-PWY	ACETYL-COA	1
ECASYN-PWY	GLUTORN-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	PWY-5838	2-KETOGLUTARATE	1
ECASYN-PWY	PHESYN	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA	1
ECASYN-PWY	PWY-7196	GLT	1
ECASYN-PWY	GLUCOSE1PMETAB-PWY	GLC-1-P	1
ECASYN-PWY	PWY-7208	GLT	1
ECASYN-PWY	PWY-7180	ACETYL-COA	1
ECASYN-PWY	GLUTATHIONESYN-PWY	GLT	1
ECASYN-PWY	PWY-5188	GLT	1
ECASYN-PWY	GLUTDEG-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	ASPARTATESYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	GLYCOCAT-PWY	GLC-1-P	1
ECASYN-PWY	PYRIDNUCSAL-PWY	GLT	1
ECASYN-PWY	LEUSYN-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	PWY-7761	GLT	1
ECASYN-PWY	PYRIDNUCSYN-PWY	GLT	1
ECASYN-PWY	PWY0-1325	GLT	1
ECASYN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT	1
ECASYN-PWY	PWY-7221	GLT	1
ECASYN-PWY	PWY0-1221	GLT	1
ECASYN-PWY	PUTDEG-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY0-461	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	HISTSYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY-5785	CPD-9646	1
ECASYN-PWY	POLYISOPRENSYN-PWY	CPD-9646	1
ECASYN-PWY	FAO-PWY	ACETYL-COA	1
ECASYN-PWY	TRNA-CHARGING-PWY	GLT	1
ECASYN-PWY	PWY-5837	2-KETOGLUTARATE	1
ECASYN-PWY	ARGSYN-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	DAPLYSINESYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PEPTIDOGLYCANSYN-PWY	CPD-9646,GLT,UDP-N-ACETYL-D-GLUCOSAMINE	3
ECASYN-PWY	ARG+POLYAMINE-SYN	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	PWY0-1305	GLT	1
ECASYN-PWY	PWY-6125	GLT	1
ECASYN-PWY	DENOVOPURINE2-PWY	GLT	1
ECASYN-PWY	PWY-6387	GLT,UDP-N-ACETYL-D-GLUCOSAMINE	2
ECASYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA,GLT,2-KETOGLUTARATE	3
ECASYN-PWY	SER-GLYSYN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	ASPASN-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY0-1297	ACETYL-COA	1
ECASYN-PWY	P4-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	COMPLETE-ARO-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY-2161	GLT	1
ECASYN-PWY	PWY-6614	GLT	1
ECASYN-PWY	PWY-6612	GLT	1
ECASYN-PWY	PWY-6543	GLT	1
ECASYN-PWY	GLNSYN-PWY	GLT	1
ECASYN-PWY	NRI-PWY	GLT	1
ECASYN-PWY	AMMASSIM-PWY	GLT,2-KETOGLUTARATE	2
ECASYN-PWY	PWY0-321	ACETYL-COA	1
KDOSYN-PWY	KDO-NAGLIPASYN-PWY	LIPID-IV-A,KDO2-LIPID-IVA,KDO-LIPID-IVA,CMP-KDO	4
KDOSYN-PWY	NAGLIPASYN-PWY	LIPID-IV-A	1
KDOSYN-PWY	KDO-LIPASYN-PWY	KDO2-LIPID-IVA	1
KDOSYN-PWY	LPSSYN-PWY	LIPID-IV-A,KDO2-LIPID-IVA,KDO-LIPID-IVA,CMP-KDO	4
KDOSYN-PWY	PWY-1269	CMP-KDO	1
PWY0-1509	NRI-PWY	PROTEIN-NRIP,GLNG-CPLX,PROTEIN-NRIIP	3
OANTIGEN-PWY	GALACTMETAB-PWY	CPD-14553,GLC-1-P	2
OANTIGEN-PWY	GLYCOL-GLYOXDEG-PWY	ACETYL-COA	1
OANTIGEN-PWY	OXIDATIVEPENT-PWY	|D-glucopyranose-6-phosphate|	1
OANTIGEN-PWY	PROSYN-PWY	GLT	1
OANTIGEN-PWY	NONOXIPENT-PWY	FRUCTOSE-6P	1
OANTIGEN-PWY	PENTOSE-P-PWY	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	PWY0-1546	GLT	1
OANTIGEN-PWY	PWY0-1261	|Phosphorylated-Phosphoglucosamine-Mutase|,CPD0-1096,|Phosphoglucosamine-Mutase|,UDP-N-ACETYL-D-GLUCOSAMINE,N-ACETYL-D-GLUCOSAMINE-1-P,ACETYL-COA,GLUCOSAMINE-1P,D-GLUCOSAMINE-6-P	8
OANTIGEN-PWY	ILEUSYN-PWY	GLT	1
OANTIGEN-PWY	PWY0-1534	GLT	1
OANTIGEN-PWY	PWY0-1338	GLT	1
OANTIGEN-PWY	GLYCOLYSIS-TCA-GLYOX-BYPASS	ACETYL-COA,FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	3
OANTIGEN-PWY	GLYCOLYSIS-E-D	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	TREDEGLOW-PWY	|D-glucopyranose-6-phosphate|	1
OANTIGEN-PWY	GLYOXYLATE-BYPASS	ACETYL-COA	1
OANTIGEN-PWY	PWY0-1182	|D-glucopyranose-6-phosphate|	1
OANTIGEN-PWY	ALANINE-VALINESYN-PWY	GLT	1
OANTIGEN-PWY	ALANINE-SYN2-PWY	GLT	1
OANTIGEN-PWY	PWY0-1061	GLT	1
OANTIGEN-PWY	FERMENTATION-PWY	ACETYL-COA	1
OANTIGEN-PWY	PWY0-1312	ACETYL-COA	1
OANTIGEN-PWY	PWY-5686	GLT,GLN	2
OANTIGEN-PWY	ACETOACETATE-DEG-PWY	ACETYL-COA	1
OANTIGEN-PWY	PWY-6537	GLT	1
OANTIGEN-PWY	PWY-6535	GLT	1
OANTIGEN-PWY	4AMINOBUTMETAB-PWY	GLT	1
OANTIGEN-PWY	TCA	ACETYL-COA	1
OANTIGEN-PWY	PWY0-1277	ACETYL-COA	1
OANTIGEN-PWY	LIPA-CORESYN-PWY	CPD-14553,UDP-N-ACETYL-D-GLUCOSAMINE	2
OANTIGEN-PWY	PWY-6122	GLT,GLN	2
OANTIGEN-PWY	PWY0-1264	ACETYL-COA	1
OANTIGEN-PWY	PWY-7315	DTDP-DEOH-DEOXY-GLUCOSE,DTDP-D-GLUCOSE,GLC-1-P,ACETYL-COA,GLT	5
OANTIGEN-PWY	KDO-NAGLIPASYN-PWY	UDP-N-ACETYL-D-GLUCOSAMINE	1
OANTIGEN-PWY	PWY-6277	GLT,GLN	2
OANTIGEN-PWY	NAGLIPASYN-PWY	UDP-N-ACETYL-D-GLUCOSAMINE	1
OANTIGEN-PWY	DTDPRHAMSYN-PWY	DTDP-DEOH-DEOXY-MANNOSE,DTDP-RHAMNOSE,DTDP-DEOH-DEOXY-GLUCOSE,DTDP-D-GLUCOSE,GLC-1-P	5
OANTIGEN-PWY	PWY-6121	GLT,GLN	2
OANTIGEN-PWY	LPSSYN-PWY	CPD-14553,UDP-N-ACETYL-D-GLUCOSAMINE	2
OANTIGEN-PWY	TYRSYN	GLT	1
OANTIGEN-PWY	PWY-7805	ACETYL-COA	1
OANTIGEN-PWY	GLUTAMINDEG-PWY	GLT,GLN	2
OANTIGEN-PWY	PWY-4381	ACETYL-COA	1
OANTIGEN-PWY	PWY0-881	ACETYL-COA	1
OANTIGEN-PWY	FASYN-INITIAL-PWY	ACETYL-COA	1
OANTIGEN-PWY	TRESYN-PWY	|D-glucopyranose-6-phosphate|	1
OANTIGEN-PWY	PWY-5966	ACETYL-COA	1
OANTIGEN-PWY	GLYCOGENSYNTH-PWY	GLC-1-P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	PWY-5484	FRUCTOSE-6P	1
OANTIGEN-PWY	SERSYN-PWY	GLT	1
OANTIGEN-PWY	GLYCOLYSIS	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	GLUTSYN-PWY	GLT,GLN	2
OANTIGEN-PWY	GLUTSYNIII-PWY	GLT	1
OANTIGEN-PWY	PWY0-1298	ACETYL-COA	1
OANTIGEN-PWY	PWY0-1477	ACETYL-COA	1
OANTIGEN-PWY	PWY-6071	ACETYL-COA	1
OANTIGEN-PWY	ORNDEG-PWY	GLT	1
OANTIGEN-PWY	GLCMANNANAUT-PWY	D-GLUCOSAMINE-6-P,FRUCTOSE-6P	2
OANTIGEN-PWY	SULFATE-CYS-PWY	ACETYL-COA,GLT	2
OANTIGEN-PWY	COLANSYN-PWY	CPD-14553,GLC-1-P,FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	4
OANTIGEN-PWY	PYRIDOXSYN-PWY	GLT	1
OANTIGEN-PWY	UDPNAGSYN-PWY	|Phosphorylated-Phosphoglucosamine-Mutase|,CPD0-1096,|Phosphoglucosamine-Mutase|,UDP-N-ACETYL-D-GLUCOSAMINE,N-ACETYL-D-GLUCOSAMINE-1-P,ACETYL-COA,GLT,GLN,GLUCOSAMINE-1P,D-GLUCOSAMINE-6-P,FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	12
OANTIGEN-PWY	PWY-5436	ACETYL-COA	1
OANTIGEN-PWY	TRPSYN-PWY	GLT,GLN	2
OANTIGEN-PWY	THREONINE-DEG2-PWY	ACETYL-COA	1
OANTIGEN-PWY	VALSYN-PWY	GLT	1
OANTIGEN-PWY	PWY0-781	GLT,GLN	2
OANTIGEN-PWY	TCA-GLYOX-BYPASS	ACETYL-COA	1
OANTIGEN-PWY	THRESYN-PWY	GLT	1
OANTIGEN-PWY	ALL-CHORISMATE-PWY	GLT,GLN	2
OANTIGEN-PWY	PWY0-162	GLT,GLN	2
OANTIGEN-PWY	PWY0-1313	ACETYL-COA	1
OANTIGEN-PWY	ACETATEUTIL-PWY	ACETYL-COA	1
OANTIGEN-PWY	PRPP-PWY	GLT,GLN	2
OANTIGEN-PWY	PYRUVDEHYD-PWY	ACETYL-COA	1
OANTIGEN-PWY	PWY-5162	ACETYL-COA	1
OANTIGEN-PWY	PWY-7211	GLT,GLN	2
OANTIGEN-PWY	ORNARGDEG-PWY	GLT	1
OANTIGEN-PWY	AST-PWY	GLT	1
OANTIGEN-PWY	ARGDEG-PWY	GLT	1
OANTIGEN-PWY	THREOCAT-PWY	ACETYL-COA,GLT	2
OANTIGEN-PWY	PWY0-845	GLT	1
OANTIGEN-PWY	PWY0-1569	ACETYL-COA	1
OANTIGEN-PWY	PROUT-PWY-I	GLT	1
OANTIGEN-PWY	PWY-7335	UDP-N-ACETYL-D-GLUCOSAMINE	1
OANTIGEN-PWY	PWY-7343	GLC-1-P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	PWY-7344	CPD-14553	1
OANTIGEN-PWY	PWY-7870	ACETYL-COA	1
OANTIGEN-PWY	CYSTSYN-PWY	ACETYL-COA	1
OANTIGEN-PWY	PWY-7176	GLT,GLN	2
OANTIGEN-PWY	GLYOXDEG-PWY	ACETYL-COA	1
OANTIGEN-PWY	GLUTORN-PWY	ACETYL-COA,GLT	2
OANTIGEN-PWY	PHESYN	GLT	1
OANTIGEN-PWY	PWY0-44	FRUCTOSE-6P	1
OANTIGEN-PWY	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA	1
OANTIGEN-PWY	PWY-7196	GLT,GLN	2
OANTIGEN-PWY	GLUCOSE1PMETAB-PWY	GLC-1-P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	PWY-7208	GLT,GLN	2
OANTIGEN-PWY	PWY-7180	ACETYL-COA	1
OANTIGEN-PWY	MANNCAT-PWY	FRUCTOSE-6P	1
OANTIGEN-PWY	GLUTATHIONESYN-PWY	GLT	1
OANTIGEN-PWY	PWY-5188	GLT	1
OANTIGEN-PWY	GLUTDEG-PWY	GLT	1
OANTIGEN-PWY	ASPARTATESYN-PWY	GLT	1
OANTIGEN-PWY	GLYCOCAT-PWY	GLC-1-P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	PYRIDNUCSAL-PWY	GLT,GLN	2
OANTIGEN-PWY	LEUSYN-PWY	ACETYL-COA,GLT	2
OANTIGEN-PWY	PWY-7761	GLT,GLN	2
OANTIGEN-PWY	PYRIDNUCSYN-PWY	GLT,GLN	2
OANTIGEN-PWY	PWY0-1325	GLT,GLN	2
OANTIGEN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT,GLN	2
OANTIGEN-PWY	PWY-7221	GLT,GLN	2
OANTIGEN-PWY	PWY0-1221	GLT	1
OANTIGEN-PWY	PUTDEG-PWY	GLT	1
OANTIGEN-PWY	PWY0-461	GLT	1
OANTIGEN-PWY	HISTSYN-PWY	GLT,GLN	2
OANTIGEN-PWY	GLUCONEO-PWY	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	MANNIDEG-PWY	FRUCTOSE-6P	1
OANTIGEN-PWY	HEXITOLDEGSUPER-PWY	FRUCTOSE-6P	1
OANTIGEN-PWY	FAO-PWY	ACETYL-COA	1
OANTIGEN-PWY	TRNA-CHARGING-PWY	GLT,GLN	2
OANTIGEN-PWY	ARGSYN-PWY	ACETYL-COA,GLT,GLN	3
OANTIGEN-PWY	DAPLYSINESYN-PWY	GLT	1
OANTIGEN-PWY	PWY-5659	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
OANTIGEN-PWY	PEPTIDOGLYCANSYN-PWY	UDP-N-ACETYL-D-GLUCOSAMINE,GLT	2
OANTIGEN-PWY	ARG+POLYAMINE-SYN	ACETYL-COA,GLT,GLN	3
OANTIGEN-PWY	PWY0-1305	GLT	1
OANTIGEN-PWY	PWY-6125	GLT,GLN	2
OANTIGEN-PWY	DENOVOPURINE2-PWY	GLT,GLN	2
OANTIGEN-PWY	PWY-6387	UDP-N-ACETYL-D-GLUCOSAMINE,GLT	2
OANTIGEN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA,GLT	2
OANTIGEN-PWY	SER-GLYSYN-PWY	GLT	1
OANTIGEN-PWY	ASPASN-PWY	GLT	1
OANTIGEN-PWY	PWY0-1297	ACETYL-COA	1
OANTIGEN-PWY	P4-PWY	GLT	1
OANTIGEN-PWY	COMPLETE-ARO-PWY	GLT,GLN	2
OANTIGEN-PWY	PWY-2161	GLT	1
OANTIGEN-PWY	PWY-6614	GLT	1
OANTIGEN-PWY	PWY-6612	GLT,GLN	2
OANTIGEN-PWY	PWY-6543	GLT,GLN	2
OANTIGEN-PWY	GLNSYN-PWY	GLT,GLN	2
OANTIGEN-PWY	NRI-PWY	GLT,GLN	2
OANTIGEN-PWY	AMMASSIM-PWY	GLT,GLN	2
OANTIGEN-PWY	PWY0-321	ACETYL-COA	1
GALACTMETAB-PWY	BGALACT-PWY	GALACTOSE	1
GALACTMETAB-PWY	LIPA-CORESYN-PWY	CPD-14553,CPD-12575	2
GALACTMETAB-PWY	PWY-7315	GLC-1-P	1
GALACTMETAB-PWY	DTDPRHAMSYN-PWY	GLC-1-P	1
GALACTMETAB-PWY	LPSSYN-PWY	CPD-14553,CPD-12575	2
GALACTMETAB-PWY	TRESYN-PWY	CPD-12575	1
GALACTMETAB-PWY	GLYCOGENSYNTH-PWY	GLC-1-P	1
GALACTMETAB-PWY	COLANSYN-PWY	CPD-14553,CPD-12575,GLC-1-P	3
GALACTMETAB-PWY	PWY-7343	CPD-12575,GLC-1-P	2
GALACTMETAB-PWY	PWY-7344	CPD-14553,CPD-12575	2
GALACTMETAB-PWY	PWY-7346	CPD-12575	1
GALACTMETAB-PWY	GLUCOSE1PMETAB-PWY	GLC-1-P	1
GALACTMETAB-PWY	GLYCOCAT-PWY	GLC-1-P	1
PWY0-1241	NONOXIPENT-PWY	D-SEDOHEPTULOSE-7-P	1
PWY0-1241	PENTOSE-P-PWY	D-SEDOHEPTULOSE-7-P	1
PWY0-1241	PWY0-1517	D-SEDOHEPTULOSE-7-P	1
PWY0-1241	LIPA-CORESYN-PWY	ADP-L-GLYCERO-D-MANNO-HEPTOSE	1
PWY0-1241	LPSSYN-PWY	ADP-L-GLYCERO-D-MANNO-HEPTOSE	1
PWY0-1515	PWY0-1514	PHOSPHO-NARP,NARP-MONOMER,PHOSPHO-NARL,NARL-MONOMER	4
PWY0-1280	ALL-CHORISMATE-PWY	GLYCOLALDEHYDE	1
PWY0-1280	GLYOXDEG-PWY	GLYCOLLATE	1
PWY0-1280	GLYCOLATEMET-PWY	GLYCOLLATE	1
PWY0-1280	DARABCATK12-PWY	GLYCOLLATE,GLYCOLALDEHYDE	2
PWY0-1280	PWY-6147	GLYCOLALDEHYDE	1
PWY0-1280	PWY-6612	GLYCOLALDEHYDE	1
GLYCOL-GLYOXDEG-PWY	PWY0-1261	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	GLYCOLYSIS-TCA-GLYOX-BYPASS	2-PG,MAL,ACETYL-COA,GLYOX	4
GLYCOL-GLYOXDEG-PWY	GLYCOLYSIS-E-D	2-PG	1
GLYCOL-GLYOXDEG-PWY	GLYOXYLATE-BYPASS	MAL,ACETYL-COA,GLYOX	3
GLYCOL-GLYOXDEG-PWY	FERMENTATION-PWY	MAL,ACETYL-COA	2
GLYCOL-GLYOXDEG-PWY	PWY0-1312	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	ACETOACETATE-DEG-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	TCA	MAL,ACETYL-COA	2
GLYCOL-GLYOXDEG-PWY	PWY0-1277	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-1264	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-7315	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-7805	|Donor-H2|,|Acceptor|,ACETYL-COA	3
GLYCOL-GLYOXDEG-PWY	PWY-4381	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-881	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	FASYN-INITIAL-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-5966	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-6708	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	PWY-5484	2-PG	1
GLYCOL-GLYOXDEG-PWY	GLYCOLYSIS	2-PG	1
GLYCOL-GLYOXDEG-PWY	PWY0-1298	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-1477	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-6071	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	SULFATE-CYS-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	UDPNAGSYN-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-5436	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	THREONINE-DEG2-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	UBISYN-PWY	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	TCA-GLYOX-BYPASS	MAL,ACETYL-COA,GLYOX	3
GLYCOL-GLYOXDEG-PWY	PWY0-1471	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	ALL-CHORISMATE-PWY	|Donor-H2|,|Acceptor|,GLYCOLALDEHYDE	3
GLYCOL-GLYOXDEG-PWY	PWY0-1313	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	GLUCARGALACTSUPER-PWY	TARTRONATE-S-ALD,2-PG,GLYCERATE	3
GLYCOL-GLYOXDEG-PWY	ACETATEUTIL-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PYRUVDEHYD-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-5162	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	THREOCAT-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-1569	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-7870	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	CYSTSYN-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	GLYOXDEG-PWY	|Donor-H2|,|Acceptor|,MAL,ACETYL-COA,GLYOX,GLYCOLLATE	6
GLYCOL-GLYOXDEG-PWY	GLYCOLATEMET-PWY	|Donor-H2|,|Acceptor|,TARTRONATE-S-ALD,2-PG,GLYCERATE,GLYOX,GLYCOLLATE	7
GLYCOL-GLYOXDEG-PWY	GLUTORN-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-1533	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-1300	2-PG,GLYCERATE	2
GLYCOL-GLYOXDEG-PWY	PWY-7180	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	THIOREDOX-PWY	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	DARABCATK12-PWY	GLYCOLLATE,GLYCOLALDEHYDE	2
GLYCOL-GLYOXDEG-PWY	GALACTARDEG-PWY	TARTRONATE-S-ALD,2-PG,GLYCERATE	3
GLYCOL-GLYOXDEG-PWY	GLUCARDEG-PWY	TARTRONATE-S-ALD,2-PG,GLYCERATE	3
GLYCOL-GLYOXDEG-PWY	LEUSYN-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-6823	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	PWY-6147	GLYCOLALDEHYDE	1
GLYCOL-GLYOXDEG-PWY	GLUCONEO-PWY	2-PG,MAL	2
GLYCOL-GLYOXDEG-PWY	HEXITOLDEGSUPER-PWY	2-PG	1
GLYCOL-GLYOXDEG-PWY	FAO-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-5705	GLYOX	1
GLYCOL-GLYOXDEG-PWY	ARGSYN-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-6700	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	PWY-7892	|Donor-H2|,|Acceptor|,GLYOX	3
GLYCOL-GLYOXDEG-PWY	ARG+POLYAMINE-SYN	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	BETSYN-PWY	|Donor-H2|,|Acceptor|	2
GLYCOL-GLYOXDEG-PWY	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY0-1297	ACETYL-COA	1
GLYCOL-GLYOXDEG-PWY	PWY-6612	GLYCOLALDEHYDE	1
GLYCOL-GLYOXDEG-PWY	PWY0-321	ACETYL-COA	1
GLYCEROLMETAB-PWY	PWY0-381	GLYCEROL,DIHYDROXY-ACETONE-PHOSPHATE	2
GLYCEROLMETAB-PWY	PWY-6952	DIHYDROXY-ACETONE-PHOSPHATE	1
GLYCEROLMETAB-PWY	ENTNER-DOUDOROFF-PWY	PYRUVATE	1
GLYCEROLMETAB-PWY	PWY0-1261	PHOSPHO-ENOL-PYRUVATE	1
GLYCEROLMETAB-PWY	ILEUSYN-PWY	PYRUVATE	1
GLYCEROLMETAB-PWY	PWY0-1534	PYRUVATE	1
GLYCEROLMETAB-PWY	PWY-6163	PHOSPHO-ENOL-PYRUVATE	1
GLYCEROLMETAB-PWY	ARO-PWY	PHOSPHO-ENOL-PYRUVATE	1
